,Valor
3115,2363.1692391918386
3116,2404.9425793805704
3117,2404.9425793805704
3118,2173.206745747128
3119,2173.206745747128
3120,9999999.0
3121,1539.827779933715
3122,2075.800178031708
3123,2075.800178031708
3124,2247.4318663056774
3125,2398.793783410946
3126,2440.567123599678
3127,2440.567123599678
3128,2208.8312899662355
3129,2208.8312899662355
3130,9999999.0
3131,1956.7938148444186
3132,2492.7662129424107
3133,2492.7662129424107
3134,2664.3979012163813
3135,2815.7598183216487
3136,2857.5331585103804
3137,2857.5331585103804
3138,2625.7973248769395
3139,2625.7973248769395
3140,9999999.0
3141,1956.7938148444186
3142,2492.7662129424107
3143,2492.7662129424107
3144,2664.3979012163813
3145,2815.7598183216487
3146,2857.5331585103804
3147,2857.5331585103804
3148,2625.7973248769395
3149,2625.7973248769395
3150,9999999.0
3151,1504.2032357146077
3152,2040.1756338126006
3153,2040.1756338126006
3154,2211.80732208657
3155,2363.1692391918386
3156,2404.9425793805704
3157,2404.9425793805704
3158,2173.206745747128
3159,2173.206745747128
3160,9999999.0
3161,1593.7347749695207
3162,2065.0797057616664
3163,2065.0797057616664
3164,2236.7113940356357
3165,2388.0733111409045
3166,2429.846651329636
3167,2429.846651329636
3168,2263.8944728810375
3169,2263.8944728810375
3170,9999999.0
3171,1883.1620624507093
3172,2419.134460548701
3173,2419.134460548701
3174,2590.7661488226718
3175,2742.128065927939
3176,2783.901406116671
3177,2783.901406116671
3178,2552.16557248323
3179,2552.16557248323
3180,9999999.0
3181,1679.8656235851815
3182,2215.8380216831742
3183,2215.8380216831742
3184,2387.4697099571436
3185,2538.8316270624123
3186,2580.604967251144
3187,2580.604967251144
3188,2348.8691336177026
3189,2348.8691336177026
3190,9999999.0
3191,1622.5615780749176
3192,2158.5339761729106
3193,2158.5339761729106
3194,2330.16566444688
3195,2481.5275815521486
3196,2523.3009217408803
3197,2523.3009217408803
3198,2291.565088107438
3199,2291.565088107438
3200,9999999.0
3201,1956.7938148444186
3202,2492.7662129424107
3203,2492.7662129424107
3204,2664.3979012163813
3205,2815.7598183216487
3206,2857.5331585103804
3207,2857.5331585103804
3208,2625.7973248769395
3209,2625.7973248769395
3210,9999999.0
3211,1496.0345536898838
3212,2032.0069517878767
3213,2032.0069517878767
3214,2203.638640061846
3215,2355.0005571671145
3216,2396.773897355846
3217,2396.773897355846
3218,2165.0380637224043
3219,2165.0380637224043
3220,9999999.0
3221,1449.8436138663083
3222,1985.8160119643014
3223,1985.8160119643014
3224,2157.447700238271
3225,2308.8096173435392
3226,2350.582957532271
3227,2350.582957532271
3228,2118.8471238988286
3229,2118.8471238988286
3230,9999999.0
3231,1883.1620624507093
3232,2419.134460548701
3233,2419.134460548701
3234,2590.7661488226718
3235,2742.128065927939
3236,2783.901406116671
3237,2783.901406116671
3238,2552.16557248323
3239,2552.16557248323
3240,9999999.0
3241,1449.8436138663083
3242,1985.8160119643014
3243,1985.8160119643014
3244,2157.447700238271
3245,2308.8096173435392
3246,2350.582957532271
3247,2350.582957532271
3248,2118.8471238988286
3249,2118.8471238988286
3250,9999999.0
3251,1539.827779933715
3252,2075.800178031708
3253,2075.800178031708
3254,2247.4318663056774
3255,2398.793783410946
3256,2440.567123599678
3257,2440.567123599678
3258,2208.8312899662355
3259,2208.8312899662355
3260,9999999.0
3261,1496.0345536898838
3262,2032.0069517878767
3263,2032.0069517878767
3264,2203.638640061846
3265,2355.0005571671145
3266,2396.773897355846
3267,2396.773897355846
3268,2165.0380637224043
3269,2165.0380637224043
3270,9999999.0
3271,1956.7938148444186
3272,2492.7662129424107
3273,2492.7662129424107
3274,2664.3979012163813
3275,2815.7598183216487
3276,2857.5331585103804
3277,2857.5331585103804
3278,2625.7973248769395
3279,2625.7973248769395
3280,9999999.0
3281,1622.5615780749176
3282,2158.5339761729106
3283,2158.5339761729106
3284,2330.16566444688
3285,2481.5275815521486
3286,2523.3009217408803
3287,2523.3009217408803
3288,2291.565088107438
3289,2291.565088107438
3290,9999999.0
3291,1539.827779933715
3292,2075.800178031708
3293,2075.800178031708
3294,2247.4318663056774
3295,2398.793783410946
3296,2440.567123599678
3297,2440.567123599678
3298,2208.8312899662355
3299,2208.8312899662355
3300,9999999.0
3301,1977.0452315501386
3302,2513.0176296481313
3303,2513.0176296481313
3304,2684.6493179221015
3305,2836.0112350273694
3306,2877.784575216101
3307,2877.784575216101
3308,2646.048741582659
3309,2646.048741582659
3310,9999999.0
3311,1679.8656235851815
3312,2215.8380216831742
3313,2215.8380216831742
3314,2387.4697099571436
3315,2538.8316270624123
3316,2580.604967251144
3317,2580.604967251144
3318,2348.8691336177026
3319,2348.8691336177026
3320,9999999.0
3321,2009.4909222263761
3322,2495.681215457693
3323,2495.681215457693
3324,2667.312903731663
3325,2818.674820836931
3326,2860.4481610256626
3327,2860.4481610256626
3328,2678.494432258897
3329,2678.494432258897
3330,9999999.0
3331,1539.827779933715
3332,2075.800178031708
3333,2075.800178031708
3334,2247.4318663056774
3335,2398.793783410946
3336,2440.567123599678
3337,2440.567123599678
3338,2208.8312899662355
3339,2208.8312899662355
3340,9999999.0
3341,1534.7295818037549
3342,2006.0745125959004
3343,2006.0745125959004
3344,2177.70620086987
3345,2329.068117975138
3346,2370.84145816387
3347,2370.84145816387
3348,2204.889279715272
3349,2204.889279715272
3350,9999999.0
3351,1504.2032357146077
3352,2040.1756338126006
3353,2040.1756338126006
3354,2211.80732208657
3355,2363.1692391918386
3356,2404.9425793805704
3357,2404.9425793805704
3358,2173.206745747128
3359,2173.206745747128
3360,9999999.0
3361,2009.4909222263761
3362,2495.681215457693
3363,2495.681215457693
3364,2667.312903731663
3365,2818.674820836931
3366,2860.4481610256626
3367,2860.4481610256626
3368,2678.494432258897
3369,2678.494432258897
3370,9999999.0
3371,1593.7347749695207
3372,2065.0797057616664
3373,2065.0797057616664
3374,2236.7113940356357
3375,2388.0733111409045
3376,2429.846651329636
3377,2429.846651329636
3378,2263.8944728810375
3379,2263.8944728810375
3380,9999999.0
3381,1499.6086529772595
3382,2004.4945634263795
3383,2004.4945634263795
3384,2176.126251700349
3385,2327.4881688056175
3386,2369.2615089943492
3387,2369.2615089943492
3388,2169.2481374973077
3389,2169.2481374973077
3390,9999999.0
3391,2001.6224872267217
3392,2537.5948853247137
3393,2537.5948853247137
3394,2709.2265735986844
3395,2860.5884907039517
3396,2902.3618308926834
3397,2902.3618308926834
3398,2670.6259972592425
3399,2670.6259972592425
3400,9999999.0
3401,1410.804866855598
3402,1946.7772649535914
3403,1946.7772649535914
3404,2118.4089532275607
3405,2269.7708703328294
3406,2311.544210521561
3407,2311.544210521561
3408,2079.8083768881183
3409,2079.8083768881183
3410,9999999.0
3411,1504.2032357146077
3412,2040.1756338126006
3413,2040.1756338126006
3414,2211.80732208657
3415,2363.1692391918386
3416,2404.9425793805704
3417,2404.9425793805704
3418,2173.206745747128
3419,2173.206745747128
3420,9999999.0
3421,1539.827779933715
3422,2075.800178031708
3423,2075.800178031708
3424,2247.4318663056774
3425,2398.793783410946
3426,2440.567123599678
3427,2440.567123599678
3428,2208.8312899662355
3429,2208.8312899662355
3430,9999999.0
3431,2009.4909222263761
3432,2495.681215457693
3433,2495.681215457693
3434,2667.312903731663
3435,2818.674820836931
3436,2860.4481610256626
3437,2860.4481610256626
3438,2678.494432258897
3439,2678.494432258897
3440,9999999.0
3441,1504.2032357146077
3442,2040.1756338126006
3443,2040.1756338126006
3444,2211.80732208657
3445,2363.1692391918386
3446,2404.9425793805704
3447,2404.9425793805704
3448,2173.206745747128
3449,2173.206745747128
3450,9999999.0
3451,1622.5615780749176
3452,2158.5339761729106
3453,2158.5339761729106
3454,2330.16566444688
3455,2481.5275815521486
3456,2523.3009217408803
3457,2523.3009217408803
3458,2291.565088107438
3459,2291.565088107438
3460,9999999.0
3461,1883.1620624507093
3462,2419.134460548701
3463,2419.134460548701
3464,2590.7661488226718
3465,2742.128065927939
3466,2783.901406116671
3467,2783.901406116671
3468,2552.16557248323
3469,2552.16557248323
3470,9999999.0
3471,1883.1620624507093
3472,2419.134460548701
3473,2419.134460548701
3474,2590.7661488226718
3475,2742.128065927939
3476,2783.901406116671
3477,2783.901406116671
3478,2552.16557248323
3479,2552.16557248323
3480,9999999.0
3481,2024.791159146128
3482,2560.7635572441204
3483,2560.7635572441204
3484,2732.395245518091
3485,2883.7571626233585
3486,2925.53050281209
3487,2925.53050281209
3488,2693.794669178649
3489,2693.794669178649
3490,9999999.0
3491,1942.392274838722
3492,2478.3646729367147
3493,2478.3646729367147
3494,2649.996361210685
3495,2801.3582783159527
3496,2843.1316185046844
3497,2843.1316185046844
3498,2611.3957848712425
3499,2611.3957848712425
3500,9999999.0
3501,1679.8656235851815
3502,2215.8380216831742
3503,2215.8380216831742
3504,2387.4697099571436
3505,2538.8316270624123
3506,2580.604967251144
3507,2580.604967251144
3508,2348.8691336177026
3509,2348.8691336177026
3510,9999999.0
3511,1449.8436138663083
3512,1985.8160119643014
3513,1985.8160119643014
3514,2157.447700238271
3515,2308.8096173435392
3516,2350.582957532271
3517,2350.582957532271
3518,2118.8471238988286
3519,2118.8471238988286
3520,9999999.0
3521,1629.811946001124
3522,2165.784344099117
3523,2165.784344099117
3524,2337.416032373086
3525,2488.777949478355
3526,2530.5512896670866
3527,2530.5512896670866
3528,2298.8154560336443
3529,2298.8154560336443
3530,9999999.0
3531,1956.7938148444186
3532,2492.7662129424107
3533,2492.7662129424107
3534,2664.3979012163813
3535,2815.7598183216487
3536,2857.5331585103804
3537,2857.5331585103804
3538,2625.7973248769395
3539,2625.7973248769395
3540,9999999.0
3541,1942.392274838722
3542,2478.3646729367147
3543,2478.3646729367147
3544,2649.996361210685
3545,2801.3582783159527
3546,2843.1316185046844
3547,2843.1316185046844
3548,2611.3957848712425
3549,2611.3957848712425
3550,9999999.0
3551,1956.7938148444186
3552,2492.7662129424107
3553,2492.7662129424107
3554,2664.3979012163813
3555,2815.7598183216487
3556,2857.5331585103804
3557,2857.5331585103804
3558,2625.7973248769395
3559,2625.7973248769395
3560,9999999.0
3561,1920.2462962178693
3562,2456.2186943158613
3563,2456.2186943158613
3564,2627.850382589832
3565,2779.2122996950993
3566,2820.985639883831
3567,2820.985639883831
3568,2589.24980625039
3569,2589.24980625039
3570,9999999.0
3571,1883.1620624507093
3572,2419.134460548701
3573,2419.134460548701
3574,2590.7661488226718
3575,2742.128065927939
3576,2783.901406116671
3577,2783.901406116671
3578,2552.16557248323
3579,2552.16557248323
3580,9999999.0
3581,1956.7938148444186
3582,2492.7662129424107
3583,2492.7662129424107
3584,2664.3979012163813
3585,2815.7598183216487
3586,2857.5331585103804
3587,2857.5331585103804
3588,2625.7973248769395
3589,2625.7973248769395
3590,9999999.0
3591,1679.8656235851815
3592,2215.8380216831742
3593,2215.8380216831742
3594,2387.4697099571436
3595,2538.8316270624123
3596,2580.604967251144
3597,2580.604967251144
3598,2348.8691336177026
3599,2348.8691336177026
3600,9999999.0
3601,1920.2462962178693
3602,2456.2186943158613
3603,2456.2186943158613
3604,2627.850382589832
3605,2779.2122996950993
3606,2820.985639883831
3607,2820.985639883831
3608,2589.24980625039
3609,2589.24980625039
3610,9999999.0
3611,1410.804866855598
3612,1946.7772649535914
3613,1946.7772649535914
3614,2118.4089532275607
3615,2269.7708703328294
3616,2311.544210521561
3617,2311.544210521561
3618,2079.8083768881183
3619,2079.8083768881183
3620,9999999.0
3621,1496.0345536898838
3622,2032.0069517878767
3623,2032.0069517878767
3624,2203.638640061846
3625,2355.0005571671145
3626,2396.773897355846
3627,2396.773897355846
3628,2165.0380637224043
3629,2165.0380637224043
3630,9999999.0
3631,1956.7938148444186
3632,2492.7662129424107
3633,2492.7662129424107
3634,2664.3979012163813
3635,2815.7598183216487
3636,2857.5331585103804
3637,2857.5331585103804
3638,2625.7973248769395
3639,2625.7973248769395
3640,9999999.0
3641,1622.5615780749176
3642,2158.5339761729106
3643,2158.5339761729106
3644,2330.16566444688
3645,2481.5275815521486
3646,2523.3009217408803
3647,2523.3009217408803
3648,2291.565088107438
3649,2291.565088107438
3650,9999999.0
3651,2009.4909222263761
3652,2495.681215457693
3653,2495.681215457693
3654,2667.312903731663
3655,2818.674820836931
3656,2860.4481610256626
3657,2860.4481610256626
3658,2678.494432258897
3659,2678.494432258897
3660,9999999.0
3661,1449.8436138663083
3662,1985.8160119643014
3663,1985.8160119643014
3664,2157.447700238271
3665,2308.8096173435392
3666,2350.582957532271
3667,2350.582957532271
3668,2118.8471238988286
3669,2118.8471238988286
3670,9999999.0
3671,2024.791159146128
3672,2560.7635572441204
3673,2560.7635572441204
3674,2732.395245518091
3675,2883.7571626233585
3676,2925.53050281209
3677,2925.53050281209
3678,2693.794669178649
3679,2693.794669178649
3680,9999999.0
3681,1863.4473608846672
3682,2399.419758982659
3683,2399.419758982659
3684,2571.0514472566297
3685,2722.413364361897
3686,2764.1867045506287
3687,2764.1867045506287
3688,2532.450870917188
3689,2532.450870917188
3690,9999999.0
3691,1539.827779933715
3692,2075.800178031708
3693,2075.800178031708
3694,2247.4318663056774
3695,2398.793783410946
3696,2440.567123599678
3697,2440.567123599678
3698,2208.8312899662355
3699,2208.8312899662355
3700,9999999.0
3701,1496.0345536898838
3702,2032.0069517878767
3703,2032.0069517878767
3704,2203.638640061846
3705,2355.0005571671145
3706,2396.773897355846
3707,2396.773897355846
3708,2165.0380637224043
3709,2165.0380637224043
3710,9999999.0
3711,1883.1620624507093
3712,2419.134460548701
3713,2419.134460548701
3714,2590.7661488226718
3715,2742.128065927939
3716,2783.901406116671
3717,2783.901406116671
3718,2552.16557248323
3719,2552.16557248323
3720,9999999.0
3721,1539.827779933715
3722,2075.800178031708
3723,2075.800178031708
3724,2247.4318663056774
3725,2398.793783410946
3726,2440.567123599678
3727,2440.567123599678
3728,2208.8312899662355
3729,2208.8312899662355
3730,9999999.0
3731,1319.606735394734
3732,1806.3026102828305
3733,1806.3026102828305
3734,1977.9342985567998
3735,2129.2962156620683
3736,2171.0695558508
3737,2171.0695558508
3738,2034.2333927415536
3739,2034.2333927415536
3740,9999999.0
3741,1897.7697419291387
3742,2306.908453716933
3743,2306.908453716933
3744,2478.540141990903
3745,2629.902059096171
3746,2671.6753992849026
3747,2671.6753992849026
3748,2549.6762882053886
3749,2549.6762882053886
3750,9999999.0
3751,1174.1356686482325
3752,1455.0845290398986
3753,1455.0845290398986
3754,1664.9928835907808
3755,1769.603309775403
3756,1811.3766499641345
3757,1811.3766499641345
3758,1527.213352023357
3759,1527.213352023357
3760,9999999.0
3761,1191.4840955399927
3762,1741.2403449516275
3763,1741.2403449516275
3764,1912.8720332255969
3765,2064.233950330866
3766,2106.0072905195975
3767,2106.0072905195975
3768,1903.838241975455
3769,1903.838241975455
3770,9999999.0
3771,1992.4009016244397
3772,2401.539613412234
3773,2401.539613412234
3774,2573.171301686204
3775,2724.533218791472
3776,2766.3065589802036
3777,2766.3065589802036
3778,2644.3074479006896
3779,2644.3074479006896
3780,9999999.0
3781,2094.4044218516883
3782,2503.543133639483
3783,2503.543133639483
3784,2675.1748219134533
3785,2826.536739018721
3786,2868.310079207453
3787,2868.310079207453
3788,2746.310968127939
3789,2746.310968127939
3790,9999999.0
3791,1184.9490453721498
3792,1671.6449202602464
3793,1671.6449202602464
3794,1843.2766085342157
3795,1994.6385256394844
3796,2036.411865828216
3797,2036.411865828216
3798,1914.4127547487021
3799,1914.4127547487021
3800,9999999.0
3801,2094.4044218516883
3802,2503.543133639483
3803,2503.543133639483
3804,2675.1748219134533
3805,2826.536739018721
3806,2868.310079207453
3807,2868.310079207453
3808,2746.310968127939
3809,2746.310968127939
3810,9999999.0
3811,2085.831293194116
3812,2494.9700049819103
3813,2494.9700049819103
3814,2666.601693255881
3815,2817.9636103611483
3816,2859.73695054988
3817,2859.73695054988
3818,2737.7378394703665
3819,2737.7378394703665
3820,9999999.0
3821,1072.3486453610926
3822,1465.0822222388758
3823,1465.0822222388758
3824,1683.4654014334917
3825,1788.0758276181139
3826,1829.8491678068453
3827,1829.8491678068453
3828,1563.8520012976749
3829,1563.8520012976749
3830,9999999.0
3831,1273.9244913005775
3832,1823.6807407122124
3833,1823.6807407122124
3834,1995.3124289861817
3835,2146.6743460914504
3836,2188.447686280182
3837,2188.447686280182
3838,1943.563975820625
3839,1943.563975820625
3840,9999999.0
3841,1016.4562871173265
3842,1520.9745804826418
3843,1520.9745804826418
3844,1737.8442248029307
3845,1843.9681858618799
3846,1885.7415260506114
3847,1885.7415260506114
3848,1619.7443595414406
3849,1619.7443595414406
3850,9999999.0
3851,1273.9244913005775
3852,1823.6807407122124
3853,1823.6807407122124
3854,1995.3124289861817
3855,2146.6743460914504
3856,2188.447686280182
3857,2188.447686280182
3858,1943.563975820625
3859,1943.563975820625
3860,9999999.0
3861,1132.9635800765586
3862,1682.7198294881935
3863,1682.7198294881935
3864,1854.3515177621628
3865,2005.7134348674315
3866,2047.486775056163
3867,2047.486775056163
3868,1845.317726512021
3869,1845.317726512021
3870,9999999.0
3871,1823.0714396702945
3872,2232.210151458089
3873,2232.210151458089
3874,2403.841839732059
3875,2555.203756837327
3876,2596.977097026059
3877,2596.977097026059
3878,2474.977985946545
3879,2474.977985946545
3880,9999999.0
3881,1307.2662899203722
3882,1857.022539332007
3883,1857.022539332007
3884,2028.6542276059763
3885,2180.016144711245
3886,2221.7894848999767
3887,2221.7894848999767
3888,1976.9057744404197
3889,1976.9057744404197
3890,9999999.0
3891,1883.9023512147521
3892,2293.0410630025463
3893,2293.0410630025463
3894,2464.6727512765165
3895,2616.0346683817843
3896,2657.808008570516
3897,2657.808008570516
3898,2535.808897491002
3899,2535.808897491002
3900,9999999.0
3901,2136.5264496776704
3902,2545.6651614654647
3903,2545.6651614654647
3904,2717.2968497394354
3905,2868.6587668447028
3906,2910.4321070334345
3907,2910.4321070334345
3908,2788.432995953921
3909,2788.432995953921
3910,9999999.0
3911,1793.7710854474587
3912,2202.9097972352533
3913,2202.9097972352533
3914,2374.5414855092226
3915,2525.9034026144914
3916,2567.676742803223
3917,2567.676742803223
3918,2445.6776317237086
3919,2445.6776317237086
3920,9999999.0
3921,2064.506287925608
3922,2473.6449997134023
3923,2473.6449997134023
3924,2645.276687987373
3925,2796.6386050926403
3926,2838.411945281372
3927,2838.411945281372
3928,2716.4128342018585
3929,2716.4128342018585
3930,9999999.0
3931,1188.5615194757636
3932,1675.2573943638602
3933,1675.2573943638602
3934,1846.8890826378295
3935,1998.2509997430982
3936,2040.0243399318297
3937,2040.0243399318297
3938,1918.0252288523159
3939,1918.0252288523159
3940,9999999.0
3941,2018.401672315904
3942,2427.5403841036978
3943,2427.5403841036978
3944,2599.1720723776684
3945,2750.533989482936
3946,2792.3073296716675
3947,2792.3073296716675
3948,2670.308218592154
3949,2670.308218592154
3950,9999999.0
3951,1948.4246083323903
3952,2357.5633201201845
3953,2357.5633201201845
3954,2529.1950083941547
3955,2680.5569254994225
3956,2722.330265688154
3957,2722.330265688154
3958,2600.3311546086406
3959,2600.3311546086406
3960,9999999.0
3961,1945.160198367668
3962,2354.298910155462
3963,2354.298910155462
3964,2525.9305984294324
3965,2677.2925155347
3966,2719.065855723432
3967,2719.065855723432
3968,2597.066744643918
3969,2597.066744643918
3970,9999999.0
3971,957.2317316156526
3972,1506.9879810272876
3973,1506.9879810272876
3974,1678.6196693012569
3975,1829.9815864065256
3976,1871.754926595257
3977,1871.754926595257
3978,1714.0496882756372
3979,1714.0496882756372
3980,9999999.0
3981,957.2317316156526
3982,1506.9879810272876
3983,1506.9879810272876
3984,1678.6196693012569
3985,1829.9815864065256
3986,1871.754926595257
3987,1871.754926595257
3988,1714.0496882756372
3989,1714.0496882756372
3990,9999999.0
3991,1185.5783619017254
3992,1548.525970091689
3993,1548.525970091689
3994,1758.434324642571
3995,1863.0447508271932
3996,1904.8180910159247
3997,1904.8180910159247
3998,1620.6547930751472
3999,1620.6547930751472
4000,9999999.0
4001,1074.9473648149792
4002,1624.703614226614
4003,1624.703614226614
4004,1796.3353025005833
4005,1947.697219605852
4006,1989.4705597945836
4007,1989.4705597945836
4008,1831.7653214749637
4009,1831.7653214749637
4010,9999999.0
4011,1075.2753353507726
4012,1579.7936287160878
4013,1579.7936287160878
4014,1796.6632730363767
4015,1902.7872340953259
4016,1944.5605742840573
4017,1944.5605742840573
4018,1678.5634077748866
4019,1678.5634077748866
4020,9999999.0
4021,1075.8538479751116
4022,1625.6100973867465
4023,1625.6100973867465
4024,1797.2417856607158
4025,1948.6037027659845
4026,1990.377042954716
4027,1990.377042954716
4028,1731.8509236900632
4029,1731.8509236900632
4030,9999999.0
4031,1244.5238684393423
4032,1794.2801178509771
4033,1794.2801178509771
4034,1965.9118061249465
4035,2117.273723230215
4036,2159.047063418947
4037,2159.047063418947
4038,1914.1633529593898
4039,1914.1633529593898
4040,9999999.0
4041,1305.7620339100756
4042,1792.4579087981722
4043,1792.4579087981722
4044,1964.0895970721415
4045,2115.45151417741
4046,2157.2248543661417
4047,2157.2248543661417
4048,2020.3886912568953
4049,2020.3886912568953
4050,9999999.0
4051,1074.5526378771717
4052,1624.3088872888065
4053,1624.3088872888065
4054,1795.9405755627758
4055,1947.3024926680446
4056,1989.075832856776
4057,1989.075832856776
4058,1831.3705945371562
4059,1831.3705945371562
4060,9999999.0
4061,1759.0353944330193
4062,2168.174106220814
4063,2168.174106220814
4064,2339.805794494783
4065,2491.167711600052
4066,2532.9410517887836
4067,2532.9410517887836
4068,2410.941940709269
4069,2410.941940709269
4070,9999999.0
4071,1410.804866855598
4072,1946.7772649535914
4073,1946.7772649535914
4074,2118.4089532275607
4075,2269.7708703328294
4076,2311.544210521561
4077,2311.544210521561
4078,2079.8083768881183
4079,2079.8083768881183
4080,9999999.0
4081,1174.1356686482325
4082,1455.0845290398986
4083,1455.0845290398986
4084,1664.9928835907808
4085,1769.603309775403
4086,1811.3766499641345
4087,1811.3766499641345
4088,1527.213352023357
4089,1527.213352023357
4090,9999999.0
4091,1074.5526378771717
4092,1624.3088872888065
4093,1624.3088872888065
4094,1795.9405755627758
4095,1947.3024926680446
4096,1989.075832856776
4097,1989.075832856776
4098,1831.3705945371562
4099,1831.3705945371562
4100,9999999.0
4101,1825.3740388884314
4102,2234.512750676226
4103,2234.512750676226
4104,2406.1444389501953
4105,2557.506356055464
4106,2599.2796962441957
4107,2599.2796962441957
4108,2477.2805851646813
4109,2477.2805851646813
4110,9999999.0
4111,1779.349593465359
4112,2188.4883052531536
4113,2188.4883052531536
4114,2360.119993527123
4115,2511.4819106323916
4116,2553.2552508211234
4117,2553.2552508211234
4118,2431.256139741609
4119,2431.256139741609
4120,9999999.0
4121,1074.5526378771717
4122,1624.3088872888065
4123,1624.3088872888065
4124,1795.9405755627758
4125,1947.3024926680446
4126,1989.075832856776
4127,1989.075832856776
4128,1831.3705945371562
4129,1831.3705945371562
4130,9999999.0
4131,898.3217675535207
4132,1448.0780169651555
4133,1448.0780169651555
4134,1619.7097052391248
4135,1771.0716223443935
4136,1812.844962533125
4137,1812.844962533125
4138,1655.1397242135054
4139,1655.1397242135054
4140,9999999.0
4141,957.2317316156526
4142,1506.9879810272876
4143,1506.9879810272876
4144,1678.6196693012569
4145,1829.9815864065256
4146,1871.754926595257
4147,1871.754926595257
4148,1714.0496882756372
4149,1714.0496882756372
4150,9999999.0
4151,1188.5615194757636
4152,1675.2573943638602
4153,1675.2573943638602
4154,1846.8890826378295
4155,1998.2509997430982
4156,2040.0243399318297
4157,2040.0243399318297
4158,1918.0252288523159
4159,1918.0252288523159
4160,9999999.0
4161,1694.8948490472083
4162,2104.033560835003
4163,2104.033560835003
4164,2275.665249108972
4165,2427.027166214241
4166,2468.8005064029726
4167,2468.8005064029726
4168,2346.801395323458
4169,2346.801395323458
4170,9999999.0
4171,1424.150888258701
4172,1957.9807116989762
4173,1957.9807116989762
4174,2129.6123999729457
4175,2280.974317078214
4176,2322.7476572669457
4177,2322.7476572669457
4178,2093.7903727787484
4179,2093.7903727787484
4180,9999999.0
4181,1071.6501519468534
4182,1558.3460268349495
4183,1558.3460268349495
4184,1729.9777151089188
4185,1881.3396322141875
4186,1923.112972402919
4187,1923.112972402919
4188,1801.1138613234052
4189,1801.1138613234052
4190,9999999.0
4191,1853.12270416352
4192,2262.2614159513146
4193,2262.2614159513146
4194,2433.8931042252843
4195,2585.2550213305526
4196,2627.0283615192843
4197,2627.0283615192843
4198,2505.02925043977
4199,2505.02925043977
4200,9999999.0
4201,2028.4535947747847
4202,2437.5923065625784
4203,2437.5923065625784
4204,2609.223994836549
4205,2760.5859119418164
4206,2802.359252130548
4207,2802.359252130548
4208,2680.3601410510346
4209,2680.3601410510346
4210,9999999.0
4211,1838.8176723464742
4212,2247.956384134269
4213,2247.956384134269
4214,2419.5880724082385
4215,2570.949989513507
4216,2612.7233297022385
4217,2612.7233297022385
4218,2490.7242186227245
4219,2490.7242186227245
4220,9999999.0
4221,1779.349593465359
4222,2188.4883052531536
4223,2188.4883052531536
4224,2360.119993527123
4225,2511.4819106323916
4226,2553.2552508211234
4227,2553.2552508211234
4228,2431.256139741609
4229,2431.256139741609
4230,9999999.0
4231,1684.2609170553458
4232,2093.399628843141
4233,2093.399628843141
4234,2265.03131711711
4235,2416.393234222379
4236,2458.1665744111106
4237,2458.1665744111106
4238,2336.167463331596
4239,2336.167463331596
4240,9999999.0
4241,1075.8538479751116
4242,1625.6100973867465
4243,1625.6100973867465
4244,1797.2417856607158
4245,1948.6037027659845
4246,1990.377042954716
4247,1990.377042954716
4248,1731.8509236900632
4249,1731.8509236900632
4250,9999999.0
4251,1978.3625647785227
4252,2387.501276566317
4253,2387.501276566317
4254,2559.132964840287
4255,2710.494881945555
4256,2752.2682221342866
4257,2752.2682221342866
4258,2630.269111054773
4259,2630.269111054773
4260,9999999.0
4261,1451.4850638993146
4262,1938.180938787411
4263,1938.180938787411
4264,2109.81262706138
4265,2261.174544166649
4266,2302.9478843553807
4267,2302.9478843553807
4268,2133.974081691349
4269,2133.974081691349
4270,9999999.0
4271,1188.5615194757636
4272,1675.2573943638602
4273,1675.2573943638602
4274,1846.8890826378295
4275,1998.2509997430982
4276,2040.0243399318297
4277,2040.0243399318297
4278,1918.0252288523159
4279,1918.0252288523159
4280,9999999.0
4281,1247.73210009207
4282,1734.4279749801663
4283,1734.4279749801663
4284,1906.0596632541356
4285,2057.4215803594043
4286,2099.194920548136
4287,2099.194920548136
4288,1962.3587574388891
4289,1962.3587574388891
4290,9999999.0
4291,1823.0714396702945
4292,2232.210151458089
4293,2232.210151458089
4294,2403.841839732059
4295,2555.203756837327
4296,2596.977097026059
4297,2596.977097026059
4298,2474.977985946545
4299,2474.977985946545
4300,9999999.0
4301,1368.1474481926514
4302,1854.8433230807477
4303,1854.8433230807477
4304,2026.475011354717
4305,2177.8369284599858
4306,2219.6102686487175
4307,2219.6102686487175
4308,2082.774105539471
4309,2082.774105539471
4310,9999999.0
4311,1932.1873805750636
4312,2341.3260923628577
4313,2341.3260923628577
4314,2512.957780636828
4315,2664.3196977420957
4316,2706.0930379308274
4317,2706.0930379308274
4318,2584.0939268513134
4319,2584.0939268513134
4320,9999999.0
4321,1793.7710854474587
4322,2202.9097972352533
4323,2202.9097972352533
4324,2374.5414855092226
4325,2525.9034026144914
4326,2567.676742803223
4327,2567.676742803223
4328,2445.6776317237086
4329,2445.6776317237086
4330,9999999.0
4331,1740.8709691703682
4332,2150.009680958163
4333,2150.009680958163
4334,2321.641369232132
4335,2473.003286337401
4336,2514.7766265261325
4337,2514.7766265261325
4338,2392.777515446618
4339,2392.777515446618
4340,9999999.0
4341,1247.73210009207
4342,1734.4279749801663
4343,1734.4279749801663
4344,1906.0596632541356
4345,2057.4215803594043
4346,2099.194920548136
